,dispersion ratio,generate level,solar elevation,predict
214上秋林10,0.038,0.678806,23.7448,0.0
214上秋林11,0.039,0.896164,29.10128,0.0
214上秋林12,0.048,0.540606,31.45183,0.0
214上秋林13,0.043,0.954059,30.43291,0.0
214上秋林14,0.057,1.0,26.20838,0.0
214上秋林15,0.441,0.941709,19.36153,1.0
215垛庄石匣8,0.405,0.428322,6.672896,1.0
215垛庄石匣9,0.295,0.21836,16.04612,1.0
215垛庄石匣10,0.086,0.586124,23.7448,1.0
215垛庄石匣11,0.038,0.834425,29.10128,0.0
215垛庄石匣12,0.027,0.55015,31.45183,0.0
215垛庄石匣13,0.049,0.998641,30.43291,0.0
215垛庄石匣14,0.076,0.971396,26.20838,0.0
215垛庄石匣15,0.238,1.0,19.36153,1.0
217徐家井8,0.023,0.363122,6.672896,0.0
217徐家井9,0.009,0.493656,16.04612,0.0
217徐家井10,0.016,0.851835,23.7448,0.0
217徐家井11,0.014,0.843448,29.10128,0.0
217徐家井12,0.021,0.508806,31.45183,0.0
217徐家井13,0.02,0.923593,30.43291,0.0
217徐家井14,0.335,1.0,26.20838,1.0
217徐家井15,0.442,0.886315,19.36153,1.0
218南辛村8,0.05,0.456576,6.672896,0.0
218南辛村9,0.113,0.620704,16.04612,0.0
218南辛村10,0.112,0.892554,23.7448,0.0
218南辛村11,0.083,0.957888,29.10128,0.0
218南辛村12,0.105,0.550898,31.45183,0.0
218南辛村13,0.207,1.0,30.43291,1.0
218南辛村14,0.257,0.998493,26.20838,1.0
218南辛村15,0.421,0.920606,19.36153,1.0
219矿井村8,0.0,0.425729,6.672896,0.0
219矿井村9,0.0,0.578769,16.04612,0.0
219矿井村10,0.024,0.0,23.7448,0.0
219矿井村11,0.022,0.350889,29.10128,0.0
219矿井村12,0.019,0.54682,31.45183,0.0
219矿井村13,0.025,0.962519,30.43291,0.0
219矿井村14,0.077,1.0,26.20838,0.0
219矿井村15,0.303,0.903589,19.36153,1.0
220郭家楼8,0.35,0.362426,6.672896,1.0
220郭家楼9,0.019,0.307944,16.04612,0.0
220郭家楼10,0.013,0.885628,23.7448,0.0
220郭家楼11,0.012,0.868987,29.10128,0.0
220郭家楼12,0.017,0.493724,31.45183,0.0
220郭家楼13,0.02,0.921823,30.43291,0.0
220郭家楼14,0.029,0.968728,26.20838,0.0
220郭家楼15,0.461,1.0,19.36153,1.0
222朱公泉8,0.03,0.365385,6.672896,0.0
222朱公泉9,0.027,0.993464,16.04612,0.0
222朱公泉10,0.01,1.0,23.7448,0.0
222朱公泉11,0.013,0.985591,29.10128,0.0
222朱公泉12,0.02,0.526198,31.45183,0.0
222朱公泉13,0.035,0.980978,30.43291,0.0
222朱公泉14,0.05,0.976636,26.20838,0.0
222朱公泉15,0.079,0.891837,19.36153,0.0
224西窑头村8,0.222,0.393491,6.672896,1.0
224西窑头村9,0.013,0.668678,16.04612,0.0
224西窑头村10,0.008,1.0,23.7448,0.0
224西窑头村11,0.01,0.972955,29.10128,0.0
224西窑头村12,0.012,0.566674,31.45183,0.0
224西窑头村13,0.024,0.945234,30.43291,0.0
224西窑头村14,0.044,0.956147,26.20838,0.0
224西窑头村15,0.156,0.835165,19.36153,1.0
225东田广8,0.016,0.320513,6.672896,0.0
225东田广9,0.017,0.599129,16.04612,0.0
225东田广10,0.01,0.689223,23.7448,0.0
225东田广11,0.007,0.768492,29.10128,0.0
225东田广12,0.013,0.449102,31.45183,0.0
225东田广13,0.015,0.815217,30.43291,0.0
225东田广14,0.016,0.856698,26.20838,0.0
225东田广15,0.038,0.816327,19.36153,0.0
226上柏村8,0.128,0.570833,6.672896,1.0
226上柏村9,0.075,0.772029,16.04612,0.0
226上柏村10,0.052,0.85625,23.7448,0.0
226上柏村11,0.048,0.805882,29.10128,0.0
226上柏村12,0.048,0.851519,31.45183,0.0
226上柏村13,0.075,0.903819,30.43291,0.0
226上柏村14,0.121,0.983006,26.20838,1.0
226上柏村15,0.177,0.772029,19.36153,1.0
227小佛塔头&西埠8,0.02,1.0,6.672896,0.0
227小佛塔头&西埠9,0.018,0.984631,16.04612,0.0
227小佛塔头&西埠10,0.013,0.889875,23.7448,0.0
227小佛塔头&西埠11,0.02,0.808003,29.10128,0.0
227小佛塔头&西埠12,0.028,0.857538,31.45183,0.0
227小佛塔头&西埠13,0.029,0.850347,30.43291,0.0
227小佛塔头&西埠14,0.045,0.809002,26.20838,0.0
227小佛塔头&西埠15,0.081,0.809939,19.36153,0.0
228常坡村8,2.828,0.0,6.672896,1.0
228常坡村9,1.46,0.0,16.04612,1.0
228常坡村10,0.093,0.708333,23.7448,0.0
228常坡村11,0.063,1.0,29.10128,0.0
228常坡村12,0.707,0.782689,31.45183,1.0
228常坡村13,0.199,0.539683,30.43291,1.0
228常坡村14,0.465,0.660337,26.20838,1.0
228常坡村15,0.365,0.630367,19.36153,1.0
229盖州&瓦屋8,0.043,0.645161,6.672896,0.0
229盖州&瓦屋9,0.014,0.983607,16.04612,0.0
229盖州&瓦屋10,0.014,0.981211,23.7448,0.0
229盖州&瓦屋11,0.021,0.92511,29.10128,0.0
229盖州&瓦屋12,0.027,0.954357,31.45183,0.0
229盖州&瓦屋13,0.02,1.0,30.43291,0.0
229盖州&瓦屋14,0.079,0.953101,26.20838,0.0
229盖州&瓦屋15,0.315,0.922131,19.36153,1.0
230中义合8,0.094,0.85,6.672896,0.0
230中义合9,0.091,1.0,16.04612,0.0
230中义合10,0.079,0.932927,23.7448,0.0
230中义合11,0.081,0.894737,29.10128,0.0
230中义合12,0.077,0.867347,31.45183,0.0
230中义合13,0.097,0.878333,30.43291,0.0
230中义合14,0.121,0.8861,26.20838,1.0
230中义合15,0.265,0.859043,19.36153,1.0
231西太平8,0.208,0.964706,6.672896,1.0
231西太平9,0.187,0.756632,16.04612,1.0
231西太平10,0.092,1.0,23.7448,0.0
231西太平11,0.106,0.937366,29.10128,0.0
231西太平12,0.11,0.918768,31.45183,0.0
231西太平13,0.154,0.932549,30.43291,1.0
231西太平14,0.236,0.856689,26.20838,1.0
231西太平15,0.083,0.87234,19.36153,0.0
232小崔8,0.265,0.0,6.672896,1.0
232小崔9,0.321,0.737255,16.04612,1.0
232小崔10,0.319,0.687805,23.7448,1.0
232小崔11,0.312,0.837247,29.10128,1.0
232小崔12,0.306,0.79932,31.45183,1.0
232小崔13,0.303,0.814667,30.43291,1.0
232小崔14,0.427,0.653282,26.20838,1.0
232小崔15,0.28,1.0,19.36153,1.0
233周家庙8,0.123,0.85,6.672896,1.0
233周家庙9,0.077,1.0,16.04612,0.0
233周家庙10,0.064,0.881098,23.7448,0.0
233周家庙11,0.057,0.894737,29.10128,0.0
233周家庙12,0.073,0.867347,31.45183,0.0
233周家庙13,0.078,0.878333,30.43291,0.0
233周家庙14,0.119,0.853282,26.20838,1.0
233周家庙15,0.257,0.904255,19.36153,1.0
234三合庄8,0.14,0.989474,6.672896,1.0
234三合庄9,0.064,0.776058,16.04612,0.0
234三合庄10,0.107,0.96534,23.7448,0.0
234三合庄11,0.044,0.881313,29.10128,0.0
234三合庄12,0.044,0.976011,31.45183,0.0
234三合庄13,0.052,0.956491,30.43291,0.0
234三合庄14,0.121,0.95509,26.20838,1.0
234三合庄15,0.176,1.0,19.36153,1.0
235北李庄8,0.301,1.0,6.672896,1.0
235北李庄9,0.12,0.784314,16.04612,1.0
235北李庄10,0.099,0.97561,23.7448,0.0
235北李庄11,0.078,0.97166,29.10128,0.0
235北李庄12,0.163,0.986395,31.45183,1.0
235北李庄13,0.22,0.9,30.43291,1.0
235北李庄14,0.311,0.849421,26.20838,1.0
235北李庄15,0.197,0.797872,19.36153,1.0
236杨土8,0.384,0.872727,6.672896,1.0
236杨土9,0.106,0.684492,16.04612,0.0
236杨土10,0.06,0.851441,23.7448,0.0
236杨土11,0.062,0.91866,29.10128,0.0
236杨土12,0.068,0.920223,31.45183,0.0
236杨土13,0.075,0.901818,30.43291,0.0
236杨土14,0.089,0.909793,26.20838,0.0
236杨土15,0.226,0.928433,19.36153,1.0
237龙凤庄&黄路山8,0.111,0.463636,6.672896,0.0
237龙凤庄&黄路山9,0.059,1.0,16.04612,0.0
237龙凤庄&黄路山10,0.064,0.958276,23.7448,0.0
237龙凤庄&黄路山11,0.031,0.861708,29.10128,0.0
237龙凤庄&黄路山12,0.077,0.884621,31.45183,0.0
237龙凤庄&黄路山13,0.088,0.819091,30.43291,0.0
237龙凤庄&黄路山14,0.118,0.823447,26.20838,1.0
237龙凤庄&黄路山15,0.245,0.838491,19.36153,1.0
238关王庙&于家庄8,0.153,0.514063,6.672896,1.0
238关王庙&于家庄9,0.095,0.907169,16.04612,0.0
238关王庙&于家庄10,0.061,1.0,23.7448,0.0
238关王庙&于家庄11,0.06,0.976199,29.10128,0.0
238关王庙&于家庄12,0.093,0.99835,31.45183,1.0
238关王庙&于家庄13,0.112,0.959583,30.43291,0.0
238关王庙&于家庄14,0.13,0.992399,26.20838,1.0
238关王庙&于家庄15,0.091,0.984375,19.36153,0.0
239胡林坡8,0.307,0.914286,6.672896,1.0
239胡林坡9,0.072,0.609524,16.04612,0.0
239胡林坡10,0.058,0.903654,23.7448,0.0
239胡林坡11,0.017,0.867307,29.10128,0.0
239胡林坡12,0.074,0.923843,31.45183,0.0
239胡林坡13,0.088,0.945813,30.43291,0.0
239胡林坡14,0.172,0.914286,26.20838,1.0
239胡林坡15,0.151,1.0,19.36153,1.0
240大桥8,0.229,0.9,6.672896,1.0
240大桥9,0.198,0.75,16.04612,1.0
240大桥10,0.035,0.837209,23.7448,0.0
240大桥11,0.019,0.889328,29.10128,0.0
240大桥12,0.013,0.940767,31.45183,0.0
240大桥13,0.012,0.962069,30.43291,0.0
240大桥14,0.03,0.934615,26.20838,0.0
240大桥15,0.195,0.9375,19.36153,1.0
241松竹店8,0.275,0.955556,6.672896,1.0
241松竹店9,0.093,0.637037,16.04612,0.0
241松竹店10,0.115,1.0,23.7448,1.0
241松竹店11,0.129,0.944225,29.10128,1.0
241松竹店12,0.151,0.898955,31.45183,1.0
241松竹店13,0.272,0.823755,30.43291,1.0
241松竹店14,0.373,0.808547,26.20838,1.0
241松竹店15,0.125,0.696759,19.36153,1.0
242陈家峪8,0.337,0.973077,6.672896,1.0
242陈家峪9,0.09,0.648718,16.04612,0.0
242陈家峪10,0.06,0.961762,23.7448,0.0
242陈家峪11,0.149,1.0,29.10128,1.0
242陈家峪12,0.184,0.983248,31.45183,1.0
242陈家峪13,0.15,0.872414,30.43291,1.0
242陈家峪14,0.128,0.898225,26.20838,1.0
242陈家峪15,0.223,0.962941,19.36153,1.0
243中黄崖8,0.146,0.905263,6.672896,1.0
243中黄崖9,0.032,0.905263,16.04612,0.0
243中黄崖10,0.05,1.0,23.7448,0.0
243中黄崖11,0.159,0.966091,29.10128,1.0
243中黄崖12,0.142,0.914726,31.45183,1.0
243中黄崖13,0.095,0.967695,30.43291,0.0
243中黄崖14,0.377,0.940081,26.20838,1.0
243中黄崖15,0.178,0.942982,19.36153,1.0
244北黄崖8,0.086,0.766667,6.672896,0.0
244北黄崖9,0.077,0.894444,16.04612,0.0
244北黄崖10,0.078,0.846899,23.7448,0.0
244北黄崖11,0.058,0.787879,29.10128,0.0
244北黄崖12,0.056,0.801394,31.45183,0.0
244北黄崖13,0.063,0.793103,30.43291,0.0
244北黄崖14,0.075,0.825641,26.20838,0.0
244北黄崖15,0.228,0.838542,19.36153,1.0
245李店8,0.554,0.925,6.672896,1.0
245李店9,0.087,0.544118,16.04612,0.0
245李店10,0.041,0.902439,23.7448,0.0
245李店11,0.036,0.973684,29.10128,0.0
245李店12,0.036,0.97534,31.45183,0.0
245李店13,0.048,0.986667,30.43291,0.0
245李店14,0.064,1.0,26.20838,0.0
245李店15,0.18,0.984043,19.36153,1.0
246葛条峪8,0.177,0.872727,6.672896,1.0
246葛条峪9,0.112,0.684492,16.04612,0.0
246葛条峪10,0.068,0.957871,23.7448,0.0
246葛条峪11,0.053,0.953993,29.10128,0.0
246葛条峪12,0.043,0.920223,31.45183,0.0
246葛条峪13,0.046,0.930909,30.43291,0.0
246葛条峪14,0.098,0.943489,26.20838,0.0
246葛条峪15,0.233,0.928433,19.36153,1.0
247展庄8,0.145,0.996154,6.672896,1.0
247展庄9,0.082,0.976621,16.04612,0.0
247展庄10,0.07,0.971857,23.7448,0.0
247展庄11,0.03,0.887263,29.10128,0.0
247展庄12,0.063,0.914835,31.45183,0.0
247展庄13,0.065,0.996154,30.43291,0.0
247展庄14,0.192,1.0,26.20838,1.0
247展庄15,0.235,0.953764,19.36153,1.0
248五峰山街道张庄8,0.372,0.96,6.672896,1.0
248五峰山街道张庄9,0.091,0.752941,16.04612,0.0
248五峰山街道张庄10,0.033,0.878049,23.7448,0.0
248五峰山街道张庄11,0.03,0.97166,29.10128,0.0
248五峰山街道张庄12,0.029,0.979592,31.45183,0.0
248五峰山街道张庄13,0.11,0.992,30.43291,0.0
248五峰山街道张庄14,0.151,0.963707,26.20838,1.0
248五峰山街道张庄15,0.171,0.919149,19.36153,1.0
249后太平8,0.225,0.96,6.672896,1.0
249后太平9,0.135,0.941176,16.04612,0.0
249后太平10,0.027,0.936585,23.7448,0.0
249后太平11,0.038,0.97166,29.10128,0.0
249后太平12,0.067,0.979592,31.45183,0.0
249后太平13,0.089,0.96,30.43291,0.0
249后太平14,0.152,0.963707,26.20838,1.0
249后太平15,0.141,0.919149,19.36153,0.0
250北套8,0.248,0.996154,6.672896,1.0
250北套9,0.118,0.781297,16.04612,1.0
250北套10,0.122,0.728893,23.7448,1.0
250北套11,0.099,0.927593,29.10128,0.0
250北套12,0.107,0.948718,31.45183,0.0
250北套13,0.141,0.996154,30.43291,1.0
250北套14,0.179,1.0,26.20838,1.0
250北套15,0.074,0.900777,19.36153,0.0
251董洼8,0.124,1.0,6.672896,1.0
251董洼9,0.082,0.833333,16.04612,0.0
251董洼10,0.026,0.872093,23.7448,0.0
251董洼11,0.019,0.948617,29.10128,0.0
251董洼12,0.044,0.940767,31.45183,0.0
251董洼13,0.071,1.0,30.43291,1.0
251董洼14,0.116,0.961538,26.20838,0.0
251董洼15,0.173,0.885417,19.36153,1.0
252东马8,0.233,1.0,6.672896,1.0
252东马9,0.12,0.833333,16.04612,1.0
252东马10,0.113,0.872093,23.7448,0.0
252东马11,0.078,0.948617,29.10128,0.0
252东马12,0.103,0.97561,31.45183,0.0
252东马13,0.137,0.965517,30.43291,1.0
252东马14,0.089,0.923077,26.20838,0.0
252东马15,0.13,0.9375,19.36153,0.0
253归德镇前刘8,0.277,1.0,6.672896,1.0
253归德镇前刘9,0.182,0.833333,16.04612,1.0
253归德镇前刘10,0.118,0.755814,23.7448,1.0
253归德镇前刘11,0.122,0.869565,29.10128,1.0
253归德镇前刘12,0.111,0.940767,31.45183,0.0
253归德镇前刘13,0.131,0.965517,30.43291,1.0
253归德镇前刘14,0.167,0.923077,26.20838,1.0
253归德镇前刘15,0.175,0.833333,19.36153,1.0
254归德镇张庄8,0.426,0.0,6.672896,1.0
254归德镇张庄9,0.132,0.716049,16.04612,1.0
254归德镇张庄10,0.103,0.874246,23.7448,0.0
254归德镇张庄11,0.106,0.891524,29.10128,0.0
254归德镇张庄12,0.101,0.935605,31.45183,0.0
254归德镇张庄13,0.208,1.0,30.43291,1.0
254归德镇张庄14,0.27,0.908832,26.20838,1.0
254归德镇张庄15,0.175,0.83912,19.36153,1.0
255南赵庄8,0.062,0.9,6.672896,0.0
255南赵庄9,0.039,0.9,16.04612,0.0
255南赵庄10,0.034,0.994186,23.7448,0.0
255南赵庄11,0.045,0.924901,29.10128,0.0
255南赵庄12,0.022,0.940767,31.45183,0.0
255南赵庄13,0.025,0.9,30.43291,0.0
255南赵庄14,0.028,0.969231,26.20838,0.0
255南赵庄15,0.238,0.984375,19.36153,1.0
256归德镇平房8,0.272,1.0,6.672896,1.0
256归德镇平房9,0.236,0.666667,16.04612,1.0
256归德镇平房10,0.15,0.872093,23.7448,1.0
256归德镇平房11,0.29,0.869565,29.10128,1.0
256归德镇平房12,0.308,0.87108,31.45183,1.0
256归德镇平房13,0.288,0.862069,30.43291,1.0
256归德镇平房14,0.346,0.846154,26.20838,1.0
256归德镇平房15,0.314,0.78125,19.36153,1.0
257亓家8,0.081,0.960606,6.672896,0.0
257亓家9,0.021,0.884769,16.04612,0.0
257亓家10,0.023,0.882189,23.7448,0.0
257亓家11,0.015,0.957305,29.10128,0.0
257亓家12,0.025,1.0,31.45183,0.0
257亓家13,0.174,0.942367,30.43291,1.0
257亓家14,0.412,0.906866,26.20838,1.0
257亓家15,0.306,0.773948,19.36153,1.0
258老楼子&乌鸦刘庄8,0.053,0.457692,6.672896,0.0
258老楼子&乌鸦刘庄9,0.025,1.0,16.04612,0.0
258老楼子&乌鸦刘庄10,0.021,0.934066,23.7448,0.0
258老楼子&乌鸦刘庄11,0.024,0.940711,29.10128,0.0
258老楼子&乌鸦刘庄12,0.02,0.972795,31.45183,0.0
258老楼子&乌鸦刘庄13,0.028,0.962732,30.43291,0.0
258老楼子&乌鸦刘庄14,0.048,0.985799,26.20838,0.0
258老楼子&乌鸦刘庄15,0.225,0.927273,19.36153,1.0
259马店&后孙8,0.389,0.635185,6.672896,1.0
259马店&后孙9,0.105,0.854031,16.04612,0.0
259马店&后孙10,0.101,1.0,23.7448,0.0
259马店&后孙11,0.104,0.928927,29.10128,0.0
259马店&后孙12,0.138,0.973803,31.45183,1.0
259马店&后孙13,0.095,0.985632,30.43291,0.0
259马店&后孙14,0.138,0.928348,26.20838,1.0
259马店&后孙15,0.412,0.923906,19.36153,1.0
260平安街道西大张8,0.039,0.857143,6.672896,0.0
260平安街道西大张9,0.044,1.0,16.04612,0.0
260平安街道西大张10,0.034,0.89701,23.7448,0.0
260平安街道西大张11,0.027,0.914737,29.10128,0.0
260平安街道西大张12,0.03,0.955699,31.45183,0.0
260平安街道西大张13,0.038,0.916256,30.43291,0.0
260平安街道西大张14,0.049,0.923077,26.20838,0.0
260平安街道西大张15,0.102,0.892857,19.36153,0.0
261贾庄8,0.183,0.966667,6.672896,1.0
261贾庄9,0.076,0.644444,16.04612,0.0
261贾庄10,0.029,1.0,23.7448,0.0
261贾庄11,0.152,0.958995,29.10128,1.0
261贾庄12,0.274,0.908277,31.45183,1.0
261贾庄13,0.354,0.861386,30.43291,1.0
261贾庄14,0.226,0.685323,26.20838,1.0
261贾庄15,0.109,0.441624,19.36153,0.0
262刁庄8,0.105,0.0,6.672896,0.0
262刁庄9,0.094,0.293939,16.04612,0.0
262刁庄10,0.085,0.760188,23.7448,0.0
262刁庄11,0.076,0.87482,29.10128,0.0
262刁庄12,0.085,0.917328,31.45183,0.0
262刁庄13,0.131,0.960396,30.43291,1.0
262刁庄14,0.104,0.954206,26.20838,0.0
262刁庄15,0.138,0.940009,19.36153,0.0
263张夏镇小刘8,0.109,0.87,6.672896,0.0
263张夏镇小刘9,0.154,0.966667,16.04612,1.0
263张夏镇小刘10,0.022,1.0,23.7448,0.0
263张夏镇小刘11,0.019,0.966667,29.10128,0.0
263张夏镇小刘12,0.016,0.934228,31.45183,0.0
263张夏镇小刘13,0.029,0.918812,30.43291,0.0
263张夏镇小刘14,0.095,0.908955,26.20838,0.0
263张夏镇小刘15,0.088,0.794924,19.36153,0.0
264诗庄8,0.722,0.993333,6.672896,1.0
264诗庄9,0.407,0.220741,16.04612,1.0
264诗庄10,0.105,0.685057,23.7448,1.0
264诗庄11,0.138,0.906614,29.10128,1.0
264诗庄12,0.194,1.0,31.45183,1.0
264诗庄13,0.25,0.950715,30.43291,1.0
264诗庄14,0.305,0.852488,26.20838,1.0
264诗庄15,0.317,0.857191,19.36153,1.0
265西野老8,0.48,0.992593,6.672896,1.0
265西野老9,0.485,0.220576,16.04612,1.0
265西野老10,0.308,0.627501,23.7448,1.0
265西野老11,0.122,0.82716,29.10128,1.0
265西野老12,0.059,0.965946,31.45183,0.0
265西野老13,0.091,0.982765,30.43291,0.0
265西野老14,0.188,1.0,26.20838,1.0
265西野老15,0.094,0.957323,19.36153,0.0
266东野老8,0.353,0.895455,6.672896,1.0
266东野老9,0.294,0.19899,16.04612,1.0
266东野老10,0.271,0.669018,23.7448,1.0
266东野老11,0.279,0.888348,29.10128,1.0
266东野老12,0.277,0.871415,31.45183,1.0
266东野老13,0.086,0.857036,30.43291,0.0
266东野老14,0.105,0.93555,26.20838,0.0
266东野老15,0.392,1.0,19.36153,1.0
267车箱峪8,0.101,1.0,6.672896,0.0
267车箱峪9,0.139,0.777778,16.04612,1.0
267车箱峪10,0.122,0.977011,23.7448,1.0
267车箱峪11,0.145,0.992063,29.10128,1.0
267车箱峪12,0.134,0.939597,31.45183,1.0
267车箱峪13,0.091,0.924092,30.43291,0.0
267车箱峪14,0.344,0.895522,26.20838,1.0
267车箱峪15,0.101,0.761421,19.36153,0.0
268北峪&青杨峪8,0.227,0.460769,6.672896,1.0
268北峪&青杨峪9,0.015,0.482711,16.04612,0.0
268北峪&青杨峪10,0.016,0.845079,23.7448,0.0
268北峪&青杨峪11,0.016,0.891324,29.10128,0.0
268北峪&青杨峪12,0.018,0.940624,31.45183,0.0
268北峪&青杨峪13,0.021,0.886095,30.43291,0.0
268北峪&青杨峪14,0.029,1.0,26.20838,0.0
268北峪&青杨峪15,0.199,0.963952,19.36153,1.0
269小槲疃8,0.352,0.0,6.672896,1.0
269小槲疃9,0.175,0.32517,16.04612,1.0
269小槲疃10,0.091,0.67093,23.7448,1.0
269小槲疃11,0.026,0.839578,29.10128,0.0
269小槲疃12,0.035,0.858622,31.45183,0.0
269小槲疃13,0.048,0.883876,30.43291,0.0
269小槲疃14,0.075,0.656593,26.20838,1.0
269小槲疃15,0.141,1.0,19.36153,1.0
270石棚峪8,0.012,0.880769,6.672896,0.0
270石棚峪9,0.013,0.922711,16.04612,0.0
270石棚峪10,0.011,1.0,23.7448,0.0
270石棚峪11,0.011,0.952963,29.10128,0.0
270石棚峪12,0.02,0.912039,31.45183,0.0
270石棚峪13,0.02,0.885981,30.43291,0.0
270石棚峪14,0.483,0.795343,26.20838,1.0
270石棚峪15,0.149,0.626489,19.36153,1.0
271鹿宝泉8,0.587,0.934375,6.672896,1.0
271鹿宝泉9,0.075,0.088988,16.04612,0.0
271鹿宝泉10,0.011,0.612036,23.7448,0.0
271鹿宝泉11,0.007,0.857787,29.10128,0.0
271鹿宝泉12,0.013,0.91226,31.45183,0.0
271鹿宝泉13,0.01,0.967548,30.43291,0.0
271鹿宝泉14,0.012,1.0,26.20838,0.0
271鹿宝泉15,0.047,0.938285,19.36153,0.0
272三岔8,0.063,0.893333,6.672896,0.0
272三岔9,0.023,0.850794,16.04612,0.0
272三岔10,0.016,0.858224,23.7448,0.0
272三岔11,0.016,0.878689,29.10128,0.0
272三岔12,0.019,0.951479,31.45183,0.0
272三岔13,0.035,0.925049,30.43291,0.0
272三岔14,0.02,0.926198,26.20838,0.0
272三岔15,0.032,0.859693,19.36153,0.0
273柳埠镇石匣8,0.041,0.875,6.672896,0.0
273柳埠镇石匣9,0.041,1.0,16.04612,0.0
273柳埠镇石匣10,0.067,0.917031,23.7448,0.0
273柳埠镇石匣11,0.08,0.860656,29.10128,0.0
273柳埠镇石匣12,0.065,0.85429,31.45183,0.0
273柳埠镇石匣13,0.047,0.828402,30.43291,0.0
273柳埠镇石匣14,0.069,0.819398,26.20838,0.0
273柳埠镇石匣15,0.367,0.695607,19.36153,1.0
274下海8,0.1,1.0,6.672896,0.0
274下海9,0.019,0.857143,16.04612,0.0
274下海10,0.028,0.960699,23.7448,0.0
274下海11,0.015,0.983607,29.10128,0.0
274下海12,0.028,0.976331,31.45183,0.0
274下海13,0.043,0.976331,30.43291,0.0
274下海14,0.057,0.9699,26.20838,0.0
274下海15,0.247,0.878661,19.36153,1.0
275于科8,0.176,0.0,6.672896,1.0
275于科9,0.026,0.655914,16.04612,0.0
275于科10,0.027,0.988167,23.7448,0.0
275于科11,0.025,1.0,29.10128,0.0
275于科12,0.028,0.989693,31.45183,0.0
275于科13,0.03,0.989693,30.43291,0.0
275于科14,0.024,0.954256,26.20838,0.0
275于科15,0.153,0.946821,19.36153,1.0
276叶家坡8,0.077,0.944828,6.672896,0.0
276叶家坡9,0.022,0.918582,16.04612,0.0
276叶家坡10,0.023,1.0,23.7448,0.0
276叶家坡11,0.013,0.978372,29.10128,0.0
276叶家坡12,0.02,0.924288,31.45183,0.0
276叶家坡13,0.021,0.902363,30.43291,0.0
276叶家坡14,0.328,0.878205,26.20838,1.0
276叶家坡15,0.342,0.807545,19.36153,1.0
277北龙湾8,0.087,0.86,6.672896,0.0
277北龙湾9,0.053,0.238889,16.04612,0.0
277北龙湾10,0.02,0.564964,23.7448,0.0
277北龙湾11,0.019,0.788757,29.10128,0.0
277北龙湾12,0.024,0.864674,31.45183,0.0
277北龙湾13,0.019,0.917978,30.43291,0.0
277北龙湾14,0.038,0.964744,26.20838,0.0
277北龙湾15,0.104,0.992308,19.36153,0.0
278东董家庄8,0.044,0.507627,6.672896,0.0
278东董家庄9,0.025,0.338418,16.04612,0.0
278东董家庄10,0.025,0.842351,23.7448,0.0
278东董家庄11,0.033,0.89875,29.10128,0.0
278东董家庄12,0.027,0.93115,31.45183,0.0
278东董家庄13,0.03,0.961187,30.43291,0.0
278东董家庄14,0.127,1.0,26.20838,1.0
278东董家庄15,0.475,0.977023,19.36153,1.0
279两河8,0.093,0.9,6.672896,0.0
279两河9,0.07,1.0,16.04612,0.0
279两河10,0.046,0.886861,23.7448,0.0
279两河11,0.086,0.905325,29.10128,0.0
279两河12,0.038,0.929348,31.45183,0.0
279两河13,0.028,0.910112,30.43291,0.0
279两河14,0.043,0.894231,26.20838,0.0
279两河15,0.33,0.846154,19.36153,1.0
280燕棚窝8,0.063,1.0,6.672896,0.0
280燕棚窝9,0.078,0.625,16.04612,0.0
280燕棚窝10,0.019,0.912409,23.7448,0.0
280燕棚窝11,0.014,0.946746,29.10128,0.0
280燕棚窝12,0.019,0.951087,31.45183,0.0
280燕棚窝13,0.029,0.955056,30.43291,0.0
280燕棚窝14,0.026,0.897436,26.20838,0.0
280燕棚窝15,0.061,0.897436,19.36153,0.0
286老树峪8,0.094,0.913333,6.672896,0.0
286老树峪9,0.036,0.634259,16.04612,0.0
286老树峪10,0.011,1.0,23.7448,0.0
286老树峪11,0.038,0.972781,29.10128,0.0
286老树峪12,0.053,0.918297,31.45183,0.0
286老树峪13,0.08,0.872285,30.43291,0.0
286老树峪14,0.181,0.819658,26.20838,1.0
286老树峪15,0.138,0.663533,19.36153,1.0
287彩石镇平房8,0.093,0.988889,6.672896,0.0
287彩石镇平房9,0.072,0.412037,16.04612,0.0
287彩石镇平房10,0.013,0.649635,23.7448,0.0
287彩石镇平房11,0.015,0.965483,29.10128,0.0
287彩石镇平房12,0.017,0.994263,31.45183,0.0
287彩石镇平房13,0.014,1.0,30.43291,0.0
287彩石镇平房14,0.049,0.98255,26.20838,0.0
287彩石镇平房15,0.122,0.971985,19.36153,0.0
288石门孙8,0.021,0.9,6.672896,0.0
288石门孙9,0.016,0.987805,16.04612,0.0
288石门孙10,0.021,0.983607,23.7448,0.0
288石门孙11,0.017,0.964286,29.10128,0.0
288石门孙12,0.017,0.94898,31.45183,0.0
288石门孙13,0.024,0.938111,30.43291,0.0
288石门孙14,0.055,0.945652,26.20838,0.0
288石门孙15,0.289,1.0,19.36153,1.0
289小吴8,0.224,0.969231,6.672896,1.0
289小吴9,0.054,0.709193,16.04612,0.0
289小吴10,0.093,0.953342,23.7448,0.0
289小吴11,0.098,1.0,29.10128,0.0
289小吴12,0.115,0.989011,31.45183,1.0
289小吴13,0.114,0.947131,30.43291,0.0
289小吴14,0.0,0.948161,26.20838,0.0
