,dispersion ratio,generate level,solar elevation,predict
479二十里15,0.155,0.980769,19.36153,1.0
480淮里庄8,0.182,1.0,6.672896,1.0
480淮里庄9,0.106,0.792683,16.04612,0.0
480淮里庄10,0.059,0.859922,23.7448,0.0
480淮里庄11,0.049,0.901333,29.10128,0.0
480淮里庄12,0.049,0.553977,31.45183,0.0
480淮里庄13,0.049,0.915049,30.43291,0.0
480淮里庄14,0.182,0.946779,26.20838,1.0
480淮里庄15,0.097,0.928571,19.36153,0.0
481田家8,0.15,0.700855,6.672896,1.0
481田家9,0.151,1.0,16.04612,1.0
481田家10,0.124,0.602681,23.7448,1.0
481田家11,0.084,0.583111,29.10128,0.0
481田家12,0.137,0.349432,31.45183,1.0
481田家13,0.145,0.619202,30.43291,1.0
481田家14,0.203,0.638033,26.20838,1.0
481田家15,0.245,0.650794,19.36153,1.0
482大安8,0.537,1.0,6.672896,1.0
482大安9,0.54,0.95122,16.04612,1.0
482大安10,0.536,0.859922,23.7448,1.0
482大安11,0.535,0.762667,29.10128,1.0
482大安12,0.536,0.480114,31.45183,1.0
482大安13,0.536,0.788835,30.43291,1.0
482大安14,0.544,0.87395,26.20838,1.0
482大安15,0.62,0.830827,19.36153,1.0
483张高8,0.221,0.93007,6.672896,1.0
483张高9,0.082,0.5898,16.04612,0.0
483张高10,0.046,0.940927,23.7448,0.0
483张高11,0.038,0.902788,29.10128,0.0
483张高12,0.039,0.532412,31.45183,0.0
483张高13,0.052,0.9391,30.43291,0.0
483张高14,0.133,0.982175,26.20838,1.0
483张高15,0.196,1.0,19.36153,1.0
484新刘8,0.179,0.0,6.672896,1.0
484新刘9,0.04,1.0,16.04612,0.0
484新刘10,0.029,0.866037,23.7448,0.0
484新刘11,0.027,0.843429,29.10128,0.0
484新刘12,0.038,0.499188,31.45183,0.0
484新刘13,0.089,0.824549,30.43291,0.0
484新刘14,0.241,0.918768,26.20838,1.0
484新刘15,0.299,0.880773,19.36153,1.0
485桑皮赵28,0.343,1.0,6.672896,1.0
485桑皮赵29,0.176,0.95122,16.04612,1.0
485桑皮赵210,0.056,0.910506,23.7448,0.0
485桑皮赵211,0.026,0.901333,29.10128,0.0
485桑皮赵212,0.043,0.572443,31.45183,0.0
485桑皮赵213,0.152,0.978155,30.43291,1.0
485桑皮赵214,0.223,0.946779,26.20838,1.0
485桑皮赵215,0.193,0.879699,19.36153,1.0
487金营8,0.385,0.0,6.672896,1.0
487金营9,0.385,0.0,16.04612,1.0
487金营10,0.354,0.0,23.7448,1.0
487金营11,0.354,0.0,29.10128,1.0
487金营12,0.355,1.0,31.45183,1.0
487金营13,0.355,0.588565,30.43291,1.0
487金营14,0.362,0.43822,26.20838,1.0
487金营15,0.386,0.764578,19.36153,1.0
489张沟8,0.385,0.898601,6.672896,1.0
489张沟9,0.357,0.854767,16.04612,1.0
489张沟10,0.364,1.0,23.7448,1.0
489张沟11,0.378,0.934545,29.10128,1.0
489张沟12,0.437,0.530992,31.45183,1.0
489张沟13,0.443,0.850618,30.43291,1.0
489张沟14,0.376,0.818054,26.20838,1.0
489张沟15,0.407,0.878332,19.36153,1.0
496五里庙8,0.787,0.0,6.672896,1.0
496五里庙9,0.67,0.826625,16.04612,1.0
496五里庙10,0.556,0.629222,23.7448,1.0
496五里庙11,0.521,0.923875,29.10128,1.0
496五里庙12,0.499,0.997284,31.45183,1.0
496五里庙13,0.506,0.93969,30.43291,1.0
496五里庙14,0.49,1.0,26.20838,1.0
496五里庙15,0.41,0.956462,19.36153,1.0
497垛石镇布家8,0.549,0.909524,6.672896,1.0
497垛石镇布家9,0.382,0.802521,16.04612,1.0
497垛石镇布家10,0.355,0.904999,23.7448,1.0
497垛石镇布家11,0.355,0.944142,29.10128,1.0
497垛石镇布家12,0.355,0.938863,31.45183,1.0
497垛石镇布家13,0.357,0.884643,30.43291,1.0
497垛石镇布家14,0.371,0.987872,26.20838,1.0
497垛石镇布家15,0.595,1.0,19.36153,1.0
499歇凉寺8,0.378,0.830435,6.672896,1.0
499歇凉寺9,0.356,0.732737,16.04612,1.0
499歇凉寺10,0.354,0.991564,23.7448,1.0
499歇凉寺11,0.354,0.890778,29.10128,1.0
499歇凉寺12,0.354,0.937588,31.45183,1.0
499歇凉寺13,0.354,0.832959,30.43291,1.0
499歇凉寺14,0.354,0.933073,26.20838,1.0
499歇凉寺15,0.508,1.0,19.36153,1.0
500西太平8,0.386,0.873913,6.672896,1.0
500西太平9,0.354,0.642583,16.04612,1.0
500西太平10,0.354,1.0,23.7448,1.0
500西太平11,0.354,0.967655,29.10128,1.0
500西太平12,0.354,0.958485,31.45183,1.0
500西太平13,0.364,0.876569,30.43291,1.0
500西太平14,0.436,0.916463,26.20838,1.0
500西太平15,0.393,0.869338,19.36153,1.0
501后王8,0.398,0.0,6.672896,1.0
501后王9,0.358,0.785294,16.04612,1.0
501后王10,0.358,0.956418,23.7448,1.0
501后王11,0.358,0.88692,29.10128,1.0
501后王12,0.366,0.964645,31.45183,1.0
501后王13,0.371,0.908936,30.43291,1.0
501后王14,0.401,1.0,26.20838,1.0
501后王15,0.494,0.950576,19.36153,1.0
502郭家屯8,0.582,1.0,6.672896,1.0
502郭家屯9,0.559,0.588235,16.04612,1.0
502郭家屯10,0.543,0.845771,23.7448,1.0
502郭家屯11,0.543,0.83045,29.10128,1.0
502郭家屯12,0.552,0.903226,31.45183,1.0
502郭家屯13,0.56,0.790274,30.43291,1.0
502郭家屯14,0.612,0.861423,26.20838,1.0
502郭家屯15,0.542,0.78534,19.36153,1.0
503前牛8,0.39,0.901099,6.672896,1.0
503前牛9,0.36,1.0,16.04612,1.0
503前牛10,0.355,0.957198,23.7448,1.0
503前牛11,0.355,0.937143,29.10128,1.0
503前牛12,0.363,0.549107,31.45183,1.0
503前牛13,0.369,0.909847,30.43291,1.0
503前牛14,0.378,0.951581,26.20838,1.0
503前牛15,0.434,0.924812,19.36153,1.0
504囤家8,0.74,0.965035,6.672896,1.0
504囤家9,0.452,0.45898,16.04612,1.0
504囤家10,0.356,0.78104,23.7448,1.0
504囤家11,0.363,0.936727,29.10128,1.0
504囤家12,0.356,0.552428,31.45183,1.0
504囤家13,0.355,0.913504,30.43291,1.0
504囤家14,0.362,0.983957,26.20838,1.0
504囤家15,0.366,0.990431,19.36153,1.0
505韩纸8,0.585,0.0,6.672896,1.0
505韩纸9,0.582,0.969412,16.04612,1.0
505韩纸10,0.615,1.0,23.7448,1.0
505韩纸11,0.628,0.957752,29.10128,1.0
505韩纸12,0.663,0.82702,31.45183,1.0
505韩纸13,0.731,0.719148,30.43291,1.0
505韩纸14,0.726,0.561745,26.20838,1.0
505韩纸15,0.59,0.466063,19.36153,1.0
506高家8,0.531,0.936,6.672896,1.0
506高家9,0.418,0.624,16.04612,1.0
506高家10,0.354,0.772427,23.7448,1.0
506高家11,0.354,0.900619,29.10128,1.0
506高家12,0.354,0.944332,31.45183,1.0
506高家13,0.354,0.944332,30.43291,1.0
506高家14,0.357,0.960795,26.20838,1.0
506高家15,0.435,1.0,19.36153,1.0
507张染8,0.392,1.0,6.672896,1.0
507张染9,0.363,0.8,16.04612,1.0
507张染10,0.354,0.970874,23.7448,1.0
507张染11,0.354,0.962199,29.10128,1.0
507张染12,0.354,0.919881,31.45183,1.0
507张染13,0.354,0.890208,30.43291,1.0
507张染14,0.355,0.927152,26.20838,1.0
507张染15,0.454,0.897436,19.36153,1.0
509前岳8,0.485,0.962857,6.672896,1.0
509前岳9,0.359,0.513524,16.04612,1.0
509前岳10,0.375,0.934813,23.7448,1.0
509前岳11,0.357,0.92646,29.10128,1.0
509前岳12,0.355,0.942857,31.45183,1.0
509前岳13,0.354,1.0,30.43291,1.0
509前岳14,0.356,0.956481,26.20838,1.0
509前岳15,0.572,0.946398,19.36153,1.0
510刘家8,0.41,1.0,6.672896,1.0
510刘家9,0.359,0.933333,16.04612,1.0
510刘家10,0.37,0.92233,23.7448,1.0
510刘家11,0.363,0.927835,29.10128,1.0
510刘家12,0.363,0.949555,31.45183,1.0
510刘家13,0.373,0.949555,30.43291,1.0
510刘家14,0.412,0.927152,26.20838,1.0
510刘家15,0.411,0.940171,19.36153,1.0
511济阳街道马家8,0.557,0.852564,6.672896,1.0
511济阳街道马家9,0.442,0.675813,16.04612,1.0
511济阳街道马家10,0.386,0.776265,23.7448,1.0
511济阳街道马家11,0.357,0.768444,29.10128,1.0
511济阳街道马家12,0.356,0.503788,31.45183,1.0
511济阳街道马家13,0.355,0.887743,30.43291,1.0
511济阳街道马家14,0.357,0.931373,26.20838,1.0
511济阳街道马家15,0.384,1.0,19.36153,1.0
512济阳街道孟家8,0.355,0.573427,6.672896,1.0
512济阳街道孟家9,0.355,1.0,16.04612,1.0
512济阳街道孟家10,0.354,0.72515,23.7448,1.0
512济阳街道孟家11,0.354,0.675879,29.10128,1.0
512济阳街道孟家12,0.354,0.37061,31.45183,1.0
512济阳街道孟家13,0.354,0.651368,30.43291,1.0
512济阳街道孟家14,0.356,0.668195,26.20838,1.0
512济阳街道孟家15,0.496,0.672591,19.36153,1.0
513董家8,0.365,0.0,6.672896,1.0
513董家9,0.358,1.0,16.04612,1.0
513董家10,0.355,0.911618,23.7448,1.0
513董家11,0.354,0.905905,29.10128,1.0
513董家12,0.354,0.515828,31.45183,1.0
513董家13,0.355,0.881415,30.43291,1.0
513董家14,0.355,0.885954,26.20838,1.0
513董家15,0.364,0.836735,19.36153,1.0
514大昌8,0.437,0.0,6.672896,1.0
514大昌9,0.444,0.453054,16.04612,1.0
514大昌10,0.394,0.71527,23.7448,1.0
514大昌11,0.378,0.817274,29.10128,1.0
514大昌12,0.37,0.96067,31.45183,1.0
514大昌13,0.366,0.905191,30.43291,1.0
514大昌14,0.363,1.0,26.20838,1.0
514大昌15,0.362,0.967781,19.36153,1.0
515王大挂8,0.56,1.0,6.672896,1.0
515王大挂9,0.451,0.441176,16.04612,1.0
515王大挂10,0.377,0.79602,23.7448,1.0
515王大挂11,0.363,0.968858,29.10128,1.0
515王大挂12,0.361,0.967742,31.45183,1.0
515王大挂13,0.359,0.911854,30.43291,1.0
515王大挂14,0.36,0.93633,26.20838,1.0
515王大挂15,0.368,0.994764,19.36153,1.0
517新市镇布家8,0.663,0.903125,6.672896,1.0
517新市镇布家9,0.358,0.664063,16.04612,1.0
517新市镇布家10,0.354,0.898632,23.7448,1.0
517新市镇布家11,0.354,1.0,29.10128,1.0
517新市镇布家12,0.354,0.990524,31.45183,1.0
517新市镇布家13,0.354,0.878419,30.43291,1.0
517新市镇布家14,0.42,0.980922,26.20838,1.0
517新市镇布家15,0.413,0.945681,19.36153,1.0
518戴官屯8,0.442,1.0,6.672896,1.0
518戴官屯9,0.384,0.909091,16.04612,1.0
518戴官屯10,0.358,0.891089,23.7448,1.0
518戴官屯11,0.361,0.912409,29.10128,1.0
518戴官屯12,0.355,0.888158,31.45183,1.0
518戴官屯13,0.356,0.921053,30.43291,1.0
518戴官屯14,0.366,0.848708,26.20838,1.0
518戴官屯15,0.454,0.891089,19.36153,1.0
519尹家（龙王庙）8,0.636,0.0,6.672896,1.0
519尹家（龙王庙）9,0.411,0.686667,16.04612,1.0
519尹家（龙王庙）10,0.392,0.9,23.7448,1.0
519尹家（龙王庙）11,0.382,0.991065,29.10128,1.0
519尹家（龙王庙）12,0.395,0.978042,31.45183,1.0
519尹家（龙王庙）13,0.396,0.916914,30.43291,1.0
519尹家（龙王庙）14,0.418,0.886755,26.20838,1.0
519尹家（龙王庙）15,0.452,0.880342,19.36153,1.0
520小高家8,0.357,0.788462,6.672896,1.0
520小高家9,0.362,1.0,16.04612,1.0
520小高家10,0.356,0.837549,23.7448,1.0
520小高家11,0.355,0.82,29.10128,1.0
520小高家12,0.355,0.451349,31.45183,1.0
520小高家13,0.355,0.796117,30.43291,1.0
520小高家14,0.357,0.832633,26.20838,1.0
520小高家15,0.425,0.809211,19.36153,1.0
521垛石镇南台28,0.496,0.0,6.672896,1.0
521垛石镇南台29,0.355,0.708333,16.04612,1.0
521垛石镇南台210,0.355,0.958541,23.7448,1.0
521垛石镇南台211,0.355,1.0,29.10128,1.0
521垛石镇南台212,0.356,0.963333,31.45183,1.0
521垛石镇南台213,0.355,0.819858,30.43291,1.0
521垛石镇南台214,0.357,0.829838,26.20838,1.0
521垛石镇南台215,0.375,0.756545,19.36153,1.0
522毕庄28,0.741,0.0,6.672896,1.0
522毕庄29,0.708,0.758377,16.04612,1.0
522毕庄210,0.708,0.943759,23.7448,1.0
522毕庄211,0.707,0.897052,29.10128,1.0
522毕庄212,0.708,0.97232,31.45183,1.0
522毕庄213,0.708,0.958862,30.43291,1.0
522毕庄214,0.708,1.0,26.20838,1.0
522毕庄215,0.744,0.900524,19.36153,1.0
